ObjectID,GlobalID,surveyStartDate,surveyStartTime,Field Crew:,Waterbody:,Station ID:,Town:,Site Type:,Camera Type:,Streamflow Category:,Battery Voltage:,Notes:,surveyEndTime,CreationDate,Creator,EditDate,Editor,x,y
100,a5d7044f-8f4c-4a4a-ba43-8f5970d9fd10,05/19/21,14:47,"M. Czarnowski, A. Hibbard",,,,,,4,1.8,Deployed camera #15. Camera located ~20 feet upstream of confluence with Marks Brook,14:47,5/19/2021 8:04:46 PM,Alexandria.Hibbard_CTDEEP,5/19/2021 8:04:46 PM,Alexandria.Hibbard_CTDEEP,0,0
101,b3794372-418f-4226-ad80-66a1de30efb2,05/27/21,12:17,"M. Czarnowski, A. Hibbard",,,,,,4,1.73,"Marks bk, site near staff gage",12:17,5/27/2021 7:16:50 PM,Alexandria.Hibbard_CTDEEP,5/27/2021 7:16:50 PM,Alexandria.Hibbard_CTDEEP,0,0
102,c291f408-17fd-4410-acc9-4f856864ea4c,05/27/21,12:31,"M. Czarnowski, A. Hibbard",,,,,,1,1.72,Marks Brook upstream site,12:31,5/27/2021 7:16:50 PM,Alexandria.Hibbard_CTDEEP,5/27/2021 7:16:50 PM,Alexandria.Hibbard_CTDEEP,0,0
103,2ebbf364-215c-4294-b03f-25ee64704e82,05/27/21,12:44,"M. Czarnowski, A. Hibbard",,,,,,4,1.72,Marks Brook down stream camera,12:44,5/27/2021 7:16:50 PM,Alexandria.Hibbard_CTDEEP,5/27/2021 7:16:50 PM,Alexandria.Hibbard_CTDEEP,0,0
104,83178127-a018-42fb-90d0-8765474e4a7f,05/27/21,14:11,"M. Czarnowski, A. Hibbard",Mill River_15013,15013,Hamden,Reference to SID 19141,Moultrie,4,1.8,"Camera #17, same location as last year, on right bank if facing US, camera is facing downstream",14:11,5/27/2021 7:16:51 PM,Alexandria.Hibbard_CTDEEP,5/27/2021 7:16:51 PM,Alexandria.Hibbard_CTDEEP,-72.9056,41.4259
105,5b1fa319-eb72-4e1f-b757-6b5e6dc749dc,06/9/21,09:46,"M. Czarnowski, A. Hibbard",Mill River US Cook Hill Rd_19141,19141,Cheshire,Public Water Supply,Reconyx,4,1.8,No flow. Stagnant water. Camera #20. On right bank if facing upstream,10:00,6/9/2021 7:10:04 PM,Alexandria.Hibbard_CTDEEP,6/9/2021 7:10:04 PM,Alexandria.Hibbard_CTDEEP,-72.89661,41.467
106,4e6f47b9-2fd5-4ed2-bcb0-20259dcbad0d,06/9/21,11:39,"M. Czarnowski, A. Hibbard",,,,,,4,1.8,Nod Brook. Camera #21. Camera is on right bank if facing downstream,12:30,6/9/2021 7:10:04 PM,Alexandria.Hibbard_CTDEEP,6/9/2021 7:10:04 PM,Alexandria.Hibbard_CTDEEP,0,0
107,cd3b8950-5cb3-4480-bd65-2fb83cf969c8,06/9/21,13:36,"M. Czarnowski, A. Hibbard",West Branch Salmon Brook_15499,15499,Granby,Reference (RMN Site),Moultrie,4,1.72,,13:50,6/9/2021 7:10:04 PM,Alexandria.Hibbard_CTDEEP,6/9/2021 7:10:04 PM,Alexandria.Hibbard_CTDEEP,-72.8343,41.94096
108,b8bce2fd-3903-4a8f-8e51-3d8fbf3451ec,06/16/21,08:48,"M. Czarnowski, A. Hibbard",Pocotopaug Creek_14400,14400,East Hampton,Private Dam,Reconyx,4,1.81,Deployed camera #33 on same tree as in 2019 (left hand side facing US on the stream bend),08:48,6/16/2021 7:03:25 PM,Alexandria.Hibbard_CTDEEP,6/16/2021 7:03:25 PM,Alexandria.Hibbard_CTDEEP,-72.5069,41.565
109,4f81fa12-a737-4a90-af4f-e6f5f9e53c03,06/16/21,09:43,"M. Czarnowski, A. Hibbard",East Branch Eightmile River_18720,18720,Lyme,Reference (USGS),Reconyx,4,1.69,Same camera through winter and spring. No failures; working properly. ,09:43,6/16/2021 7:03:26 PM,Alexandria.Hibbard_CTDEEP,6/16/2021 7:03:26 PM,Alexandria.Hibbard_CTDEEP,-72.33381,41.42763
110,235dee25-08e4-4e0d-a16a-216d2bca90ad,06/16/21,10:28,"M. Czarnowski, A. Hibbard",Bride Brook_17534,17534,East Lyme,Public Water Supply,Moultrie,4,1.8,Deployed camera #35 ~10 feet upstream from 2020 location. Camera located on left side of bank facing upstream. ,10:28,6/16/2021 7:03:26 PM,Alexandria.Hibbard_CTDEEP,6/16/2021 7:03:26 PM,Alexandria.Hibbard_CTDEEP,-72.24194,41.32329
111,73dfa251-0384-4639-88a6-cf3121ce310c,06/16/21,11:33,"M. Czarnowski, A. Hibbard",Pendleton Hill Brook_15796,15796,North Stonington,Reference (USGS & RMN Site),Reconyx,4,1.71,Same camera through winter and spring. No failures; camera working properly,11:33,6/16/2021 7:03:27 PM,Alexandria.Hibbard_CTDEEP,6/16/2021 7:03:27 PM,Alexandria.Hibbard_CTDEEP,-71.8342,41.4748
112,f513f85d-508b-4c82-bf7e-9194da500109,06/16/21,13:28,"M. Czarnowski, A. Hibbard",Mount Hope River_18421,18421,Ashford,Public Water Supply,Moultrie,4,1.8,Deployed camera #37 at same location as in 2020,13:28,6/16/2021 7:03:27 PM,Alexandria.Hibbard_CTDEEP,6/16/2021 7:03:27 PM,Alexandria.Hibbard_CTDEEP,-72.16559,41.8533
113,99be3ff3-1965-4084-82b1-b9eaa3a30093,06/16/21,13:54,"M. Czarnowski, A. Hibbard",Mount Hope River_15801,15801,Ashford,Reference (USGS),Reconyx,4,1.74,Same camera that was through spring and winter. No issues; working properly,13:54,6/16/2021 7:03:27 PM,Alexandria.Hibbard_CTDEEP,6/16/2021 7:03:27 PM,Alexandria.Hibbard_CTDEEP,-72.1694,41.8436
114,5bcd45b6-4a65-4791-8662-3a4b707114b7,06/23/21,09:49,"M. Czarnowski, A. Hibbard",Cobble Brook_15244,15244,Kent,Public Water Supply,Reconyx,4,1.81,"Camera #53. Located on same tree as last year, on left bank if facing downstream",10:10,6/23/2021 7:13:50 PM,Alexandria.Hibbard_CTDEEP,6/23/2021 7:13:50 PM,Alexandria.Hibbard_CTDEEP,-73.4572,41.7217
115,cfd25e39-afe1-465d-a43d-a8cc107995b3,06/23/21,10:53,"M. Czarnowski, A. Hibbard",Brown Brook_16139,16139,Canaan,Reference (RMN Site),Moultrie,4,1.71,,11:10,6/23/2021 7:13:51 PM,Alexandria.Hibbard_CTDEEP,6/23/2021 7:13:51 PM,Alexandria.Hibbard_CTDEEP,-73.2799,41.9267
116,7c3e304c-4617-4309-80e9-5833edfef1ab,06/23/21,11:31,"M. Czarnowski, A. Hibbard",Salmon Creek_14434,14434,Salisbury,Reference (USGS),Moultrie,4,1.8,"Camera #42. Located on same tree as last year, on right bank if facing downstream",11:45,6/23/2021 7:13:51 PM,Alexandria.Hibbard_CTDEEP,6/23/2021 7:13:51 PM,Alexandria.Hibbard_CTDEEP,-73.3909,41.9417
117,d213995e-e611-4a00-99d7-5b0b94666637,06/23/21,12:39,"M. Czarnowski, A. Hibbard",Blackberry River_14687,14687,North Canaan,Public Water Supply,Moultrie,4,1.8,"Camera #52. Located on same tree as last year, on left bank if facing upstream",13:00,6/23/2021 7:13:51 PM,Alexandria.Hibbard_CTDEEP,6/23/2021 7:13:51 PM,Alexandria.Hibbard_CTDEEP,-73.3254,42.0228
118,045cbddf-90d2-45f6-8851-bf1a5aac1f33,06/23/21,14:09,"M. Czarnowski, A. Hibbard",Hubbard River_15240,15240,Hartland,Reference (USGS),Reconyx,4,1.69,,14:30,6/23/2021 7:13:52 PM,Alexandria.Hibbard_CTDEEP,6/23/2021 7:13:52 PM,Alexandria.Hibbard_CTDEEP,-72.9384,42.0356
119,0b8bce98-e5fc-4ae2-88bb-d1dd0cb09cf6,06/30/21,08:59,"M. Czarnowski, A. Hibbard",Hockanum River_14237,14237,Manchester,S&G- PWS,Moultrie,4,,Flow was too fast to safely cross the River. There were not adequate tree options to deploy a camera without crossing. ,08:59,6/30/2021 5:25:54 PM,Alexandria.Hibbard_CTDEEP,6/30/2021 5:25:54 PM,Alexandria.Hibbard_CTDEEP,-72.5569,41.7859
120,59ccd117-ffed-44d6-8995-41e8176213b0,06/30/21,09:11,"M. Czarnowski, A. Hibbard",Fenton River_19388,19388,Mansfield,Reference / Public Water Supply,Moultrie,4,1.8,Deployed camera #38 at same location as 2019; camera facing US,09:11,6/30/2021 5:25:54 PM,Alexandria.Hibbard_CTDEEP,6/30/2021 5:25:54 PM,Alexandria.Hibbard_CTDEEP,-72.23468,41.82485
121,f33c2527-5645-4b64-9203-917a86e20564,06/30/21,09:33,"M. Czarnowski, A. Hibbard",Fenton River_15091,15091,Mansfield,Reference / Public Water Supply,Moultrie,4,1.8,Deployed camera #43 at same location as 2019. Camera facing US,09:33,6/30/2021 5:26:00 PM,Alexandria.Hibbard_CTDEEP,6/30/2021 5:26:00 PM,Alexandria.Hibbard_CTDEEP,-72.2309,41.8222
122,52aff14c-1c0d-45c4-b0d7-75121c5aa6b6,06/30/21,11:09,"M. Czarnowski, A. Hibbard",Bunnell Brook_20153,20153,Burlington,Reference (USGS),Reconyx,,1.69,Camera still functioning properly. No issues. ,11:09,6/30/2021 5:26:02 PM,Alexandria.Hibbard_CTDEEP,6/30/2021 5:26:02 PM,Alexandria.Hibbard_CTDEEP,-72.96289,41.78345
123,685d8d45-d75a-4ef7-b1d0-53fa8696d7bd,06/30/21,11:24,"M. Czarnowski, A. Hibbard",Bunnell Brook_19657,19657,Burlington,Reference (USGS),Moultrie,4,1.71,Camera still functioning properly. No issues. ,11:24,6/30/2021 5:26:03 PM,Alexandria.Hibbard_CTDEEP,6/30/2021 5:26:03 PM,Alexandria.Hibbard_CTDEEP,-72.96462,41.78626
124,39ba3e29-ee9e-4355-a1a5-698bf55eba32,06/30/21,12:25,"M. Czarnowski, A. Hibbard",Coppermine Brook_19091,19091,Bristol,Public Water Supply,Moultrie,4,1.8,"Camera #16 failed on 6/11/2021. Old battery voltages:
Replaced with camera #16 in same location",12:25,6/30/2021 5:26:04 PM,Alexandria.Hibbard_CTDEEP,6/30/2021 5:26:04 PM,Alexandria.Hibbard_CTDEEP,-72.9105,41.68262
125,1b4b6cab-5aef-4643-ae18-7c80dfda19db,07/7/21,08:50,"M. Czarnowski, A. Hibbard",,,,,,4,1.72,"Marks brook, DS site",09:05,7/7/2021 5:18:55 PM,Alexandria.Hibbard_CTDEEP,7/7/2021 5:18:55 PM,Alexandria.Hibbard_CTDEEP,0,0
126,b70b9151-102f-4b28-a869-5c7c4ffae132,07/7/21,09:09,"M. Czarnowski, A. Hibbard",,,,,,4,1.76,"Marks brook, middle site. Camera #22 stopped taking pictures on June 23. Replaced with camera #28. Used same batteries since they were still good.",09:20,7/7/2021 5:18:56 PM,Alexandria.Hibbard_CTDEEP,7/7/2021 5:18:56 PM,Alexandria.Hibbard_CTDEEP,0,0
127,477cee7d-7c28-43fa-a73f-95e6569c69ae,07/7/21,09:29,"M. Czarnowski, A. Hibbard",,,,,,4,1.72,"Marks brook, US site",09:35,7/7/2021 5:18:56 PM,Alexandria.Hibbard_CTDEEP,7/7/2021 5:18:56 PM,Alexandria.Hibbard_CTDEEP,0,0
128,dcb3b009-b8e4-476d-ac2f-fbdd16955065,07/7/21,10:07,"M. Czarnowski, A. Hibbard",,,,,,4,1.73,"Beacon hill brook, SID 19599",10:30,7/7/2021 5:18:56 PM,Alexandria.Hibbard_CTDEEP,7/7/2021 5:18:56 PM,Alexandria.Hibbard_CTDEEP,0,0
129,cb44b6a5-5955-4888-8dd6-6b49531d5d70,07/7/21,10:32,"M. Czarnowski, A. Hibbard",,,,,,4,1.74,"Beacon hill brook, SID 19600. Camera #11 only took one picture on the day of deployment. Replaced with camera #49. New battery voltage: 1.81",10:45,7/7/2021 5:18:57 PM,Alexandria.Hibbard_CTDEEP,7/7/2021 5:18:57 PM,Alexandria.Hibbard_CTDEEP,0,0
130,6d3af020-6b8c-4c68-bc32-7b47ba300c05,07/7/21,11:22,"M. Czarnowski, A. Hibbard",Mill River_15013,15013,Hamden,Reference to SID 19141,Moultrie,4,1.73,,11:35,7/7/2021 5:18:57 PM,Alexandria.Hibbard_CTDEEP,7/7/2021 5:18:57 PM,Alexandria.Hibbard_CTDEEP,-72.9056,41.4259
131,15cb7532-2cce-4fd5-b523-7831da81e76f,07/7/21,11:52,"M. Czarnowski, A. Hibbard",Mill River US Cook Hill Rd_19141,19141,Cheshire,Public Water Supply,Reconyx,4,1.74,"Essentially no flow, stagnant water",12:00,7/7/2021 5:20:13 PM,Alexandria.Hibbard_CTDEEP,7/7/2021 5:20:13 PM,Alexandria.Hibbard_CTDEEP,-72.89661,41.467
132,497b14ed-3ab1-48cd-be18-09986438a7e2,07/7/21,11:52,"M. Czarnowski, A. Hibbard",Mill River US Cook Hill Rd_19141,19141,Cheshire,Public Water Supply,Reconyx,4,1.74,"Essentially no flow, stagnant water",12:00,7/7/2021 5:20:23 PM,Alexandria.Hibbard_CTDEEP,7/7/2021 5:20:23 PM,Alexandria.Hibbard_CTDEEP,-72.89661,41.467
133,ee6fa837-6ed4-47e8-a159-d43c00bb20f0,07/14/21,08:48,"M. Czarnowski, A. Hibbard",Pocotopaug Creek_14400,14400,East Hampton,Private Dam,Reconyx,5,1.74,Camera still functioning properly,08:48,7/14/2021 6:36:36 PM,Alexandria.Hibbard_CTDEEP,7/14/2021 6:36:36 PM,Alexandria.Hibbard_CTDEEP,-72.5069,41.565
134,870eb424-277e-487e-92ce-0082666baef7,07/14/21,09:40,"M. Czarnowski, A. Hibbard",East Branch Eightmile River_18720,18720,Lyme,Reference (USGS),Reconyx,4,1.73,Camera still working properly,09:40,7/14/2021 6:36:36 PM,Alexandria.Hibbard_CTDEEP,7/14/2021 6:36:36 PM,Alexandria.Hibbard_CTDEEP,-72.33381,41.42763
135,ec286fff-7eb2-4dae-9576-8319fde74b95,07/14/21,10:23,"M. Czarnowski, A. Hibbard",Bride Brook_17534,17534,East Lyme,Public Water Supply,Moultrie,4,1.73,Camera still working properly,10:23,7/14/2021 6:36:37 PM,Alexandria.Hibbard_CTDEEP,7/14/2021 6:36:37 PM,Alexandria.Hibbard_CTDEEP,-72.24194,41.32329
136,1bf7f90f-8f65-47fb-97c9-18ce5d1bed1e,07/14/21,11:19,"M. Czarnowski, A. Hibbard",Pendleton Hill Brook_15796,15796,North Stonington,Reference (USGS & RMN Site),Reconyx,4,1.72,Camera still working properly,11:19,7/14/2021 6:36:37 PM,Alexandria.Hibbard_CTDEEP,7/14/2021 6:36:37 PM,Alexandria.Hibbard_CTDEEP,-71.8342,41.4748
137,22cfce01-421a-4bb7-834d-6609c35acf79,07/14/21,13:09,"M. Czarnowski, A. Hibbard",Mount Hope River_15801,15801,Ashford,Reference (USGS),Reconyx,4,1.71,Camera still working properly,13:09,7/14/2021 6:36:37 PM,Alexandria.Hibbard_CTDEEP,7/14/2021 6:36:37 PM,Alexandria.Hibbard_CTDEEP,-72.1694,41.8436
138,3701e51c-6ba6-44cb-b4a4-d85e726a1f8e,07/14/21,13:36,"M. Czarnowski, A. Hibbard",Mount Hope River_18421,18421,Ashford,Public Water Supply,Moultrie,4,1.81,"Camera #37 failed. Replaced with camera #54. 
",13:36,7/14/2021 6:36:37 PM,Alexandria.Hibbard_CTDEEP,7/14/2021 6:36:37 PM,Alexandria.Hibbard_CTDEEP,-72.16559,41.8533
139,195f74fa-4e2a-4f9c-833b-f5719de4de65,07/21/21,08:22,"M. Czarnowski, A. Hibbard",Hockanum River_14237,14237,Manchester,S&G- PWS,Moultrie,6,,Did not access camera. Flows were too high,08:22,7/21/2021 6:20:10 PM,Alexandria.Hibbard_CTDEEP,7/21/2021 6:20:10 PM,Alexandria.Hibbard_CTDEEP,-72.5569,41.7859
140,5915e9bd-7e3b-4081-afb4-84eca87aedd5,07/21/21,09:06,"M. Czarnowski, A. Hibbard",Fenton River_19388,19388,Mansfield,Reference / Public Water Supply,Moultrie,5,1.81,US site. Camera #38 got flooded. Replaced with camera #66. Battery voltage is for new batteries.,09:30,7/21/2021 6:20:11 PM,Alexandria.Hibbard_CTDEEP,7/21/2021 6:20:11 PM,Alexandria.Hibbard_CTDEEP,-72.2309,41.8222
141,2fadfa0c-1f74-4225-8860-2fa74d398883,07/21/21,09:40,"M. Czarnowski, A. Hibbard",Fenton River_15091,15091,Mansfield,Reference / Public Water Supply,Moultrie,5,1.73,,09:50,7/21/2021 6:20:11 PM,Alexandria.Hibbard_CTDEEP,7/21/2021 6:20:11 PM,Alexandria.Hibbard_CTDEEP,-72.2309,41.8222
142,b25a2ee6-21fc-461e-8fca-5816264f0d80,07/21/21,10:57,"M. Czarnowski, A. Hibbard",,,,,,4,1.75,Nod brook,11:10,7/21/2021 6:20:12 PM,Alexandria.Hibbard_CTDEEP,7/21/2021 6:20:12 PM,Alexandria.Hibbard_CTDEEP,0,0
143,92d0fa76-a003-436b-9b26-ce9ea09df8ea,07/21/21,12:30,"M. Czarnowski, A. Hibbard",Bunnell Brook_20153,20153,Burlington,Reference (USGS),Reconyx,4,1.71,,12:45,7/21/2021 6:20:12 PM,Alexandria.Hibbard_CTDEEP,7/21/2021 6:20:12 PM,Alexandria.Hibbard_CTDEEP,-72.96289,41.78345
144,a1484242-32e5-4fca-8604-1c2426dcb4ad,07/21/21,12:50,"M. Czarnowski, A. Hibbard",Bunnell Brook_19657,19657,Burlington,Reference (USGS),Moultrie,4,1.7,,13:00,7/21/2021 6:20:12 PM,Alexandria.Hibbard_CTDEEP,7/21/2021 6:20:12 PM,Alexandria.Hibbard_CTDEEP,-72.96462,41.78626
145,eed2f80c-085d-4e9b-8ff1-733c4d69f2a3,07/21/21,13:30,"M. Czarnowski, A. Hibbard",Coppermine Brook_19091,19091,Bristol,Public Water Supply,Moultrie,4,1.72,,13:45,7/21/2021 6:20:13 PM,Alexandria.Hibbard_CTDEEP,7/21/2021 6:20:13 PM,Alexandria.Hibbard_CTDEEP,-72.9105,41.68262
146,791a1543-36e8-489f-91dc-80b6d5be67e4,08/18/21,09:31,"M. Czarnowski, A. Hibbard",Cobble Brook_15244,15244,Kent,Public Water Supply,Reconyx,3,1.72,,09:45,8/18/2021 6:44:18 PM,Alexandria.Hibbard_CTDEEP,8/18/2021 6:44:18 PM,Alexandria.Hibbard_CTDEEP,-73.4572,41.7217
147,7cc08ecb-6a5a-4bc4-be0f-d584485d205e,08/18/21,10:20,"M. Czarnowski, A. Hibbard",Brown Brook_16139,16139,Canaan,Reference (RMN Site),Moultrie,4,,Battery voltage reader stopped working. Camera was still taking pictures so we left the batteries,10:30,8/18/2021 6:44:18 PM,Alexandria.Hibbard_CTDEEP,8/18/2021 6:44:18 PM,Alexandria.Hibbard_CTDEEP,-73.2799,41.9267
148,9ba6d452-3c09-43e8-8df7-39091133585c,08/18/21,10:45,"M. Czarnowski, A. Hibbard",Salmon Creek_14434,14434,Salisbury,Reference (USGS),Moultrie,4,,"Camera took pictures today, left batteries",10:55,8/18/2021 6:44:19 PM,Alexandria.Hibbard_CTDEEP,8/18/2021 6:44:19 PM,Alexandria.Hibbard_CTDEEP,-72.8343,41.94096
149,5858b16f-03fc-40fc-8832-5f483b1aa2fd,08/18/21,12:17,"M. Czarnowski, A. Hibbard",,,,,,4,,"Blackberry River. Camera took pictures today, left batteries ",12:30,8/18/2021 6:44:19 PM,Alexandria.Hibbard_CTDEEP,8/18/2021 6:44:19 PM,Alexandria.Hibbard_CTDEEP,0,0
150,4fc92277-95fc-4422-90f0-8796036a74ec,08/18/21,13:22,"M. Czarnowski, A. Hibbard",Hubbard River_15240,15240,Hartland,Reference (USGS),Reconyx,4,,"Camera took pictures today, left batteries",13:35,8/18/2021 6:44:19 PM,Alexandria.Hibbard_CTDEEP,8/18/2021 6:44:19 PM,Alexandria.Hibbard_CTDEEP,-72.9384,42.0356
151,5442b3a5-718d-4b09-b5ab-18758e9b1dbd,08/18/21,13:53,"M. Czarnowski, A. Hibbard",West Branch Salmon Brook_15499,15499,Granby,Reference (RMN Site),Moultrie,4,,"Camera took pictures today, left batteries",14:05,8/18/2021 6:44:20 PM,Alexandria.Hibbard_CTDEEP,8/18/2021 6:44:20 PM,Alexandria.Hibbard_CTDEEP,-72.8343,41.94096
152,3e7196e3-eb27-46a8-94d3-86eda2a4ebe8,08/25/21,09:16,"M. Czarnowski, A. Hibbard",Means Brook_20422,20422,Shelton,Public Water Supply,Moultrie,4,1.71,Camera working properly,09:16,8/25/2021 5:30:45 PM,Alexandria.Hibbard_CTDEEP,8/25/2021 5:30:45 PM,Alexandria.Hibbard_CTDEEP,-73.159,41.318
153,65b61994-b70b-4b5e-80a3-5e43479d617e,08/25/21,10:11,"M. Czarnowski, A. Hibbard",,,,,,4,1.71,Camera working properly ,10:11,8/25/2021 5:30:46 PM,Alexandria.Hibbard_CTDEEP,8/25/2021 5:30:46 PM,Alexandria.Hibbard_CTDEEP,0,0
154,bb06e279-1632-47d3-a86f-ad856b88d7f8,08/25/21,10:55,"M. Czarnowski, A. Hibbard",,,,,,4,,Camera #15 tampered with. Removed camera,10:55,8/25/2021 5:30:46 PM,Alexandria.Hibbard_CTDEEP,8/25/2021 5:30:46 PM,Alexandria.Hibbard_CTDEEP,0,0
155,0437163d-6832-4d27-84c4-54318f6b5b49,08/25/21,11:30,"M. Czarnowski, A. Hibbard",Mill River DS Cook Hill Rd_19141,19141,Cheshire,Public Water Supply,Moultrie,4,1.72,Camera working properly,11:30,8/25/2021 5:30:46 PM,Alexandria.Hibbard_CTDEEP,8/25/2021 5:30:46 PM,Alexandria.Hibbard_CTDEEP,-72.89661,41.467
156,8e8cc759-c9ba-4e7a-adfd-1b130b9d8398,08/25/21,11:58,"M. Czarnowski, A. Hibbard",Mill River_15013,15013,Hamden,Reference to SID 19141,Moultrie,4,1.72,Camera working properly,11:58,8/25/2021 5:30:46 PM,Alexandria.Hibbard_CTDEEP,8/25/2021 5:30:46 PM,Alexandria.Hibbard_CTDEEP,-72.9056,41.4259
157,36ec251a-c20a-4832-b1be-752c81661123,09/15/21,08:47,"M. Czarnowski, A. Hibbard",Pocotopaug Creek_14400,14400,East Hampton,Private Dam,Reconyx,4,1.72,,09:00,9/15/2021 6:15:46 PM,Alexandria.Hibbard_CTDEEP,9/15/2021 6:15:46 PM,Alexandria.Hibbard_CTDEEP,-72.5069,41.565
158,e5440819-f08c-453e-9279-6686e8fa6f7c,09/15/21,09:34,"M. Czarnowski, A. Hibbard",East Branch Eightmile River_18720,18720,Lyme,Reference (USGS),Reconyx,4,1.72,,09:45,9/15/2021 6:15:47 PM,Alexandria.Hibbard_CTDEEP,9/15/2021 6:15:47 PM,Alexandria.Hibbard_CTDEEP,-72.33381,41.42763
159,b27851cd-b858-4f93-b411-e36ae87daf55,09/15/21,10:14,"M. Czarnowski, A. Hibbard",Bride Brook_17534,17534,East Lyme,Public Water Supply,Moultrie,4,1.73,,10:25,9/15/2021 6:15:47 PM,Alexandria.Hibbard_CTDEEP,9/15/2021 6:15:47 PM,Alexandria.Hibbard_CTDEEP,-72.24194,41.32329
160,e36478ed-d478-488a-b4c5-37b3e8275ad8,09/15/21,11:06,"M. Czarnowski, A. Hibbard",Pocotopaug Creek_14400,14400,East Hampton,Private Dam,Reconyx,4,1.73,,11:15,9/15/2021 6:15:48 PM,Alexandria.Hibbard_CTDEEP,9/15/2021 6:15:48 PM,Alexandria.Hibbard_CTDEEP,-72.5069,41.565
161,56fc58f5-1d4a-434a-8ed5-1fa990e181be,09/15/21,12:45,"M. Czarnowski, A. Hibbard",Mount Hope River_15801,15801,Ashford,Reference (USGS),Reconyx,4,1.72,,13:00,9/15/2021 6:15:48 PM,Alexandria.Hibbard_CTDEEP,9/15/2021 6:15:48 PM,Alexandria.Hibbard_CTDEEP,-72.1694,41.8436
162,ed94ff93-cf4e-4a8c-be90-656107be2f22,09/15/21,13:05,"M. Czarnowski, A. Hibbard",Mount Hope River_18421,18421,Ashford,Public Water Supply,Moultrie,4,,Looks like camera might have gotten flooded. Last picture taken on 9/1/21. Door was open. One battery missing. Remaining batteries: half are 1.71 and half are 1.78. Replaced camera #54 with #48. New batteries 1.81,13:20,9/15/2021 6:15:48 PM,Alexandria.Hibbard_CTDEEP,9/15/2021 6:15:48 PM,Alexandria.Hibbard_CTDEEP,-72.16559,41.8533
163,e018047b-cb64-43e6-89ee-7c40bd4a6b24,09/22/21,08:47,"M. Czarnowski, A. Hibbard",Hockanum River_14237,14237,Manchester,S&G- PWS,Moultrie,4,,There is extensive storm damage; multiple trees down. Camera not found,08:47,9/22/2021 6:10:49 PM,Alexandria.Hibbard_CTDEEP,9/22/2021 6:10:49 PM,Alexandria.Hibbard_CTDEEP,-72.5569,41.7859
164,3dc3e0e4-d960-4cd4-bca8-b9c8113b4e59,09/22/21,09:40,"M. Czarnowski, A. Hibbard",Fenton River_15091,15091,Mansfield,Reference / Public Water Supply,Moultrie,4,1.73,Stopped taking photos 9/2. Tested camera and it’s still operating properly. Left in place. ,09:40,9/22/2021 6:10:49 PM,Alexandria.Hibbard_CTDEEP,9/22/2021 6:10:49 PM,Alexandria.Hibbard_CTDEEP,-72.2309,41.8222
165,43096f87-1dc7-4720-8864-54fa96b6d9ed,09/22/21,09:55,"M. Czarnowski, A. Hibbard",Fenton River_19388,19388,Mansfield,Reference / Public Water Supply,Moultrie,4,1.7,Camera working properly,09:55,9/22/2021 6:10:49 PM,Alexandria.Hibbard_CTDEEP,9/22/2021 6:10:49 PM,Alexandria.Hibbard_CTDEEP,-72.23468,41.82485
166,7142b7f0-91e9-432b-bf08-2d27eacff2cf,09/22/21,11:15,"M. Czarnowski, A. Hibbard",,,,,,4,1.71,Camera working properly. Had to reposition,11:15,9/22/2021 6:10:50 PM,Alexandria.Hibbard_CTDEEP,9/22/2021 6:10:50 PM,Alexandria.Hibbard_CTDEEP,0,0
167,b9ba61f9-8d64-4996-bff1-fa7926573650,09/22/21,12:06,"M. Czarnowski, A. Hibbard",Bunnell Brook_20153,20153,Burlington,Reference (USGS),Reconyx,4,1.69,Camera working properly,12:06,9/22/2021 6:10:50 PM,Alexandria.Hibbard_CTDEEP,9/22/2021 6:10:50 PM,Alexandria.Hibbard_CTDEEP,-72.96289,41.78345
168,d64c4f51-c333-4314-a730-a02bc6faf8f3,09/22/21,12:21,"M. Czarnowski, A. Hibbard",Bunnell Brook_19657,19657,Burlington,Reference (USGS),Moultrie,4,1.58,Camera working properly,12:21,9/22/2021 6:10:50 PM,Alexandria.Hibbard_CTDEEP,9/22/2021 6:10:50 PM,Alexandria.Hibbard_CTDEEP,-72.96462,41.78626
169,2b976878-2dd8-418d-999c-835bd36cbc91,09/22/21,13:23,"M. Czarnowski, A. Hibbard",Coppermine Brook_19091,19091,Bristol,Public Water Supply,Moultrie,4,,Camera was stolen,13:23,9/22/2021 6:10:50 PM,Alexandria.Hibbard_CTDEEP,9/22/2021 6:10:50 PM,Alexandria.Hibbard_CTDEEP,-72.9105,41.68262
170,296c1e53-a665-4179-bc3f-d7f9567dd005,10/6/21,08:50,"M. Czarnowski, A. Hibbard",West Branch Salmon Brook_15499,15499,Granby,Reference (RMN Site),Moultrie,4,1.81,"Camera #8 got inundated with tree debris. Last picture taken on 8/23. Camera wouldn’t turn on. Battery chamber rusty and wet. Replaced with camera #55. New batteries: 1.81. Moved location to downstream of road, on left bank if facing DS",09:30,10/6/2021 7:15:13 PM,Alexandria.Hibbard_CTDEEP,10/6/2021 7:15:13 PM,Alexandria.Hibbard_CTDEEP,-72.8343,41.94096
