Date_Time,Temp,UOM,ProbeID,SID,Collector,ProbeType
9/16/2017 0:00,17.249,deg C,2229157,15499,ABM,HOBO
9/16/2017 1:00,17.13,deg C,2229157,15499,ABM,HOBO
9/16/2017 2:00,16.987,deg C,2229157,15499,ABM,HOBO
9/16/2017 3:00,16.868,deg C,2229157,15499,ABM,HOBO
9/16/2017 4:00,16.725,deg C,2229157,15499,ABM,HOBO
9/16/2017 5:00,16.582,deg C,2229157,15499,ABM,HOBO
9/16/2017 6:00,16.487,deg C,2229157,15499,ABM,HOBO
9/16/2017 7:00,16.439,deg C,2229157,15499,ABM,HOBO
9/16/2017 8:00,16.487,deg C,2229157,15499,ABM,HOBO
9/16/2017 9:00,16.582,deg C,2229157,15499,ABM,HOBO
9/16/2017 10:00,16.725,deg C,2229157,15499,ABM,HOBO
9/16/2017 11:00,16.892,deg C,2229157,15499,ABM,HOBO
9/16/2017 12:00,17.106,deg C,2229157,15499,ABM,HOBO
9/16/2017 13:00,17.629,deg C,2229157,15499,ABM,HOBO
9/16/2017 14:00,18.2,deg C,2229157,15499,ABM,HOBO
9/16/2017 15:00,18.509,deg C,2229157,15499,ABM,HOBO
9/16/2017 16:00,18.866,deg C,2229157,15499,ABM,HOBO
9/16/2017 17:00,18.913,deg C,2229157,15499,ABM,HOBO
9/16/2017 18:00,18.628,deg C,2229157,15499,ABM,HOBO
9/16/2017 19:00,18.2,deg C,2229157,15499,ABM,HOBO
9/16/2017 20:00,17.891,deg C,2229157,15499,ABM,HOBO
9/16/2017 21:00,17.653,deg C,2229157,15499,ABM,HOBO
9/16/2017 22:00,17.486,deg C,2229157,15499,ABM,HOBO
9/16/2017 23:00,17.344,deg C,2229157,15499,ABM,HOBO
9/17/2017 0:00,17.201,deg C,2229157,15499,ABM,HOBO
9/17/2017 1:00,17.058,deg C,2229157,15499,ABM,HOBO
9/17/2017 2:00,16.915,deg C,2229157,15499,ABM,HOBO
9/17/2017 3:00,16.773,deg C,2229157,15499,ABM,HOBO
9/17/2017 4:00,16.654,deg C,2229157,15499,ABM,HOBO
9/17/2017 5:00,16.534,deg C,2229157,15499,ABM,HOBO
9/17/2017 6:00,16.415,deg C,2229157,15499,ABM,HOBO
9/17/2017 7:00,16.296,deg C,2229157,15499,ABM,HOBO
9/17/2017 8:00,16.272,deg C,2229157,15499,ABM,HOBO
9/17/2017 9:00,16.392,deg C,2229157,15499,ABM,HOBO
9/17/2017 10:00,16.844,deg C,2229157,15499,ABM,HOBO
9/17/2017 11:00,17.415,deg C,2229157,15499,ABM,HOBO
9/17/2017 12:00,18.319,deg C,2229157,15499,ABM,HOBO
9/17/2017 13:00,18.913,deg C,2229157,15499,ABM,HOBO
9/17/2017 14:00,19.365,deg C,2229157,15499,ABM,HOBO
9/17/2017 15:00,19.532,deg C,2229157,15499,ABM,HOBO
9/17/2017 16:00,19.651,deg C,2229157,15499,ABM,HOBO
9/17/2017 17:00,19.651,deg C,2229157,15499,ABM,HOBO
9/17/2017 18:00,19.341,deg C,2229157,15499,ABM,HOBO
9/17/2017 19:00,18.866,deg C,2229157,15499,ABM,HOBO
9/17/2017 20:00,18.414,deg C,2229157,15499,ABM,HOBO
9/17/2017 21:00,18.105,deg C,2229157,15499,ABM,HOBO
9/17/2017 22:00,17.867,deg C,2229157,15499,ABM,HOBO
9/17/2017 23:00,17.724,deg C,2229157,15499,ABM,HOBO
9/18/2017 0:00,17.582,deg C,2229157,15499,ABM,HOBO
9/18/2017 1:00,17.486,deg C,2229157,15499,ABM,HOBO
9/18/2017 2:00,17.391,deg C,2229157,15499,ABM,HOBO
9/18/2017 3:00,17.272,deg C,2229157,15499,ABM,HOBO
9/18/2017 4:00,17.201,deg C,2229157,15499,ABM,HOBO
9/18/2017 5:00,17.153,deg C,2229157,15499,ABM,HOBO
9/18/2017 6:00,17.13,deg C,2229157,15499,ABM,HOBO
9/18/2017 7:00,17.106,deg C,2229157,15499,ABM,HOBO
9/18/2017 8:00,17.058,deg C,2229157,15499,ABM,HOBO
9/18/2017 9:00,17.106,deg C,2229157,15499,ABM,HOBO
9/18/2017 10:00,17.201,deg C,2229157,15499,ABM,HOBO
9/18/2017 11:00,17.32,deg C,2229157,15499,ABM,HOBO
9/18/2017 12:00,17.463,deg C,2229157,15499,ABM,HOBO
9/18/2017 13:00,17.558,deg C,2229157,15499,ABM,HOBO
9/18/2017 14:00,17.867,deg C,2229157,15499,ABM,HOBO
9/18/2017 15:00,18.081,deg C,2229157,15499,ABM,HOBO
9/18/2017 16:00,18.224,deg C,2229157,15499,ABM,HOBO
9/18/2017 17:00,18.271,deg C,2229157,15499,ABM,HOBO
9/18/2017 18:00,18.176,deg C,2229157,15499,ABM,HOBO
9/18/2017 19:00,18.01,deg C,2229157,15499,ABM,HOBO
9/18/2017 20:00,17.796,deg C,2229157,15499,ABM,HOBO
9/18/2017 21:00,17.629,deg C,2229157,15499,ABM,HOBO
9/18/2017 22:00,17.486,deg C,2229157,15499,ABM,HOBO
9/18/2017 23:00,17.32,deg C,2229157,15499,ABM,HOBO
9/19/2017 0:00,17.225,deg C,2229157,15499,ABM,HOBO
9/19/2017 1:00,17.153,deg C,2229157,15499,ABM,HOBO
9/19/2017 2:00,17.153,deg C,2229157,15499,ABM,HOBO
9/19/2017 3:00,17.13,deg C,2229157,15499,ABM,HOBO
9/19/2017 4:00,17.106,deg C,2229157,15499,ABM,HOBO
9/19/2017 5:00,17.082,deg C,2229157,15499,ABM,HOBO
9/19/2017 6:00,17.058,deg C,2229157,15499,ABM,HOBO
9/19/2017 7:00,17.011,deg C,2229157,15499,ABM,HOBO
9/19/2017 8:00,16.987,deg C,2229157,15499,ABM,HOBO
9/19/2017 9:00,17.011,deg C,2229157,15499,ABM,HOBO
9/19/2017 10:00,17.058,deg C,2229157,15499,ABM,HOBO
9/19/2017 11:00,17.272,deg C,2229157,15499,ABM,HOBO
9/19/2017 12:00,17.415,deg C,2229157,15499,ABM,HOBO
9/19/2017 13:00,17.653,deg C,2229157,15499,ABM,HOBO
9/19/2017 14:00,17.915,deg C,2229157,15499,ABM,HOBO
9/19/2017 15:00,18.152,deg C,2229157,15499,ABM,HOBO
9/19/2017 16:00,18.271,deg C,2229157,15499,ABM,HOBO
9/19/2017 17:00,18.295,deg C,2229157,15499,ABM,HOBO
9/19/2017 18:00,18.224,deg C,2229157,15499,ABM,HOBO
9/19/2017 19:00,18.105,deg C,2229157,15499,ABM,HOBO
9/19/2017 20:00,17.938,deg C,2229157,15499,ABM,HOBO
9/19/2017 21:00,17.819,deg C,2229157,15499,ABM,HOBO
9/19/2017 22:00,17.724,deg C,2229157,15499,ABM,HOBO
9/19/2017 23:00,17.653,deg C,2229157,15499,ABM,HOBO
9/20/2017 0:00,17.605,deg C,2229157,15499,ABM,HOBO
9/20/2017 1:00,17.582,deg C,2229157,15499,ABM,HOBO
9/20/2017 2:00,17.558,deg C,2229157,15499,ABM,HOBO
9/20/2017 3:00,17.534,deg C,2229157,15499,ABM,HOBO
9/20/2017 4:00,17.534,deg C,2229157,15499,ABM,HOBO
9/20/2017 5:00,17.51,deg C,2229157,15499,ABM,HOBO
9/20/2017 6:00,17.486,deg C,2229157,15499,ABM,HOBO
9/20/2017 7:00,17.486,deg C,2229157,15499,ABM,HOBO
9/20/2017 8:00,17.534,deg C,2229157,15499,ABM,HOBO
9/20/2017 9:00,null,deg C,2229157,15499,ABM,HOBO
9/20/2017 10:00,18.057,deg C,2229157,15499,ABM,HOBO
9/20/2017 11:00,18.247,deg C,2229157,15499,ABM,HOBO
9/20/2017 12:00,18.438,deg C,2229157,15499,ABM,HOBO
9/20/2017 13:00,18.675,deg C,2229157,15499,ABM,HOBO
9/20/2017 14:00,18.818,deg C,2229157,15499,ABM,HOBO
9/20/2017 15:00,18.913,deg C,2229157,15499,ABM,HOBO
9/20/2017 16:00,18.937,deg C,2229157,15499,ABM,HOBO
9/20/2017 17:00,18.937,deg C,2229157,15499,ABM,HOBO
9/20/2017 18:00,18.866,deg C,2229157,15499,ABM,HOBO
9/20/2017 19:00,18.723,deg C,2229157,15499,ABM,HOBO
9/20/2017 20:00,18.557,deg C,2229157,15499,ABM,HOBO
9/20/2017 21:00,18.414,deg C,2229157,15499,ABM,HOBO
9/20/2017 22:00,18.295,deg C,2229157,15499,ABM,HOBO
9/20/2017 23:00,18.152,deg C,2229157,15499,ABM,HOBO
9/21/2017 0:00,18.057,deg C,2229157,15499,ABM,HOBO
9/21/2017 1:00,17.962,deg C,2229157,15499,ABM,HOBO
9/21/2017 2:00,17.891,deg C,2229157,15499,ABM,HOBO
9/21/2017 3:00,17.819,deg C,2229157,15499,ABM,HOBO
9/21/2017 4:00,17.772,deg C,2229157,15499,ABM,HOBO
9/21/2017 5:00,17.724,deg C,2229157,15499,ABM,HOBO
9/21/2017 6:00,17.653,deg C,2229157,15499,ABM,HOBO
9/21/2017 7:00,17.582,deg C,2229157,15499,ABM,HOBO
9/21/2017 8:00,17.653,deg C,2229157,15499,ABM,HOBO
9/21/2017 9:00,17.772,deg C,2229157,15499,ABM,HOBO
9/21/2017 10:00,17.938,deg C,2229157,15499,ABM,HOBO
9/21/2017 11:00,18.343,deg C,2229157,15499,ABM,HOBO
9/21/2017 12:00,18.58,deg C,2229157,15499,ABM,HOBO
9/21/2017 13:00,18.818,deg C,2229157,15499,ABM,HOBO
9/21/2017 14:00,19.032,deg C,2229157,15499,ABM,HOBO
9/21/2017 15:00,19.175,deg C,2229157,15499,ABM,HOBO
9/21/2017 16:00,19.27,deg C,2229157,15499,ABM,HOBO
9/21/2017 17:00,19.175,deg C,2229157,15499,ABM,HOBO
9/21/2017 18:00,18.961,deg C,2229157,15499,ABM,HOBO
9/21/2017 19:00,18.652,deg C,2229157,15499,ABM,HOBO
9/21/2017 20:00,18.319,deg C,2229157,15499,ABM,HOBO
9/21/2017 21:00,18.033,deg C,2229157,15499,ABM,HOBO
9/21/2017 22:00,17.772,deg C,2229157,15499,ABM,HOBO
9/21/2017 23:00,17.534,deg C,2229157,15499,ABM,HOBO
9/22/2017 0:00,17.344,deg C,2229157,15499,ABM,HOBO
9/22/2017 1:00,17.106,deg C,2229157,15499,ABM,HOBO
9/22/2017 2:00,16.915,deg C,2229157,15499,ABM,HOBO
9/22/2017 3:00,16.701,deg C,2229157,15499,ABM,HOBO
9/22/2017 4:00,16.534,deg C,2229157,15499,ABM,HOBO
9/22/2017 5:00,16.368,deg C,2229157,15499,ABM,HOBO
9/22/2017 6:00,16.177,deg C,2229157,15499,ABM,HOBO
9/22/2017 7:00,16.034,deg C,2229157,15499,ABM,HOBO
9/22/2017 8:00,15.915,deg C,2229157,15499,ABM,HOBO
9/22/2017 9:00,15.986,deg C,2229157,15499,ABM,HOBO
9/22/2017 10:00,16.368,deg C,2229157,15499,ABM,HOBO
9/22/2017 11:00,17.082,deg C,2229157,15499,ABM,HOBO
9/22/2017 12:00,18.033,deg C,2229157,15499,ABM,HOBO
9/22/2017 13:00,18.152,deg C,2229157,15499,ABM,HOBO
9/22/2017 14:00,18.319,deg C,2229157,15499,ABM,HOBO
9/22/2017 15:00,18.557,deg C,2229157,15499,ABM,HOBO
9/22/2017 16:00,18.509,deg C,2229157,15499,ABM,HOBO
9/22/2017 17:00,18.461,deg C,2229157,15499,ABM,HOBO
9/22/2017 18:00,18.414,deg C,2229157,15499,ABM,HOBO
9/22/2017 19:00,18.224,deg C,2229157,15499,ABM,HOBO
9/22/2017 20:00,17.962,deg C,2229157,15499,ABM,HOBO
9/22/2017 21:00,17.724,deg C,2229157,15499,ABM,HOBO
9/22/2017 22:00,17.534,deg C,2229157,15499,ABM,HOBO
9/22/2017 23:00,17.344,deg C,2229157,15499,ABM,HOBO
9/23/2017 0:00,17.201,deg C,2229157,15499,ABM,HOBO
9/23/2017 1:00,17.106,deg C,2229157,15499,ABM,HOBO
9/23/2017 2:00,17.034,deg C,2229157,15499,ABM,HOBO
9/23/2017 3:00,16.915,deg C,2229157,15499,ABM,HOBO
9/23/2017 4:00,16.844,deg C,2229157,15499,ABM,HOBO
9/23/2017 5:00,16.749,deg C,2229157,15499,ABM,HOBO
9/23/2017 6:00,16.63,deg C,2229157,15499,ABM,HOBO
9/23/2017 7:00,16.487,deg C,2229157,15499,ABM,HOBO
9/23/2017 8:00,16.368,deg C,2229157,15499,ABM,HOBO
9/23/2017 9:00,16.487,deg C,2229157,15499,ABM,HOBO
9/23/2017 10:00,16.868,deg C,2229157,15499,ABM,HOBO
9/23/2017 11:00,17.653,deg C,2229157,15499,ABM,HOBO
9/23/2017 12:00,18.628,deg C,2229157,15499,ABM,HOBO
9/23/2017 13:00,19.103,deg C,2229157,15499,ABM,HOBO
9/23/2017 14:00,19.294,deg C,2229157,15499,ABM,HOBO
9/23/2017 15:00,19.603,deg C,2229157,15499,ABM,HOBO
9/23/2017 16:00,19.674,deg C,2229157,15499,ABM,HOBO
9/23/2017 17:00,19.603,deg C,2229157,15499,ABM,HOBO
9/23/2017 18:00,19.436,deg C,2229157,15499,ABM,HOBO
9/23/2017 19:00,19.175,deg C,2229157,15499,ABM,HOBO
9/23/2017 20:00,18.794,deg C,2229157,15499,ABM,HOBO
9/23/2017 21:00,18.39,deg C,2229157,15499,ABM,HOBO
9/23/2017 22:00,18.033,deg C,2229157,15499,ABM,HOBO
9/23/2017 23:00,17.724,deg C,2229157,15499,ABM,HOBO
9/24/2017 0:00,17.439,deg C,2229157,15499,ABM,HOBO
9/24/2017 1:00,17.201,deg C,2229157,15499,ABM,HOBO
9/24/2017 2:00,16.987,deg C,2229157,15499,ABM,HOBO
9/24/2017 3:00,16.796,deg C,2229157,15499,ABM,HOBO
9/24/2017 4:00,16.654,deg C,2229157,15499,ABM,HOBO
9/24/2017 5:00,16.511,deg C,2229157,15499,ABM,HOBO
9/24/2017 6:00,16.368,deg C,2229157,15499,ABM,HOBO
9/24/2017 7:00,16.225,deg C,2229157,15499,ABM,HOBO
9/24/2017 8:00,16.153,deg C,2229157,15499,ABM,HOBO
9/24/2017 9:00,16.296,deg C,2229157,15499,ABM,HOBO
9/24/2017 10:00,16.796,deg C,2229157,15499,ABM,HOBO
9/24/2017 11:00,17.677,deg C,2229157,15499,ABM,HOBO
9/24/2017 12:00,18.747,deg C,2229157,15499,ABM,HOBO
9/24/2017 13:00,19.246,deg C,2229157,15499,ABM,HOBO
9/24/2017 14:00,19.532,deg C,2229157,15499,ABM,HOBO
9/24/2017 15:00,19.888,deg C,2229157,15499,ABM,HOBO
9/24/2017 16:00,20.007,deg C,2229157,15499,ABM,HOBO
9/24/2017 17:00,19.96,deg C,2229157,15499,ABM,HOBO
9/24/2017 18:00,19.841,deg C,2229157,15499,ABM,HOBO
9/24/2017 19:00,19.627,deg C,2229157,15499,ABM,HOBO
9/24/2017 20:00,19.341,deg C,2229157,15499,ABM,HOBO
9/24/2017 21:00,19.056,deg C,2229157,15499,ABM,HOBO
9/24/2017 22:00,18.771,deg C,2229157,15499,ABM,HOBO
9/24/2017 23:00,18.509,deg C,2229157,15499,ABM,HOBO
9/25/2017 0:00,18.271,deg C,2229157,15499,ABM,HOBO
9/25/2017 1:00,18.081,deg C,2229157,15499,ABM,HOBO
9/25/2017 2:00,17.915,deg C,2229157,15499,ABM,HOBO
9/25/2017 3:00,17.772,deg C,2229157,15499,ABM,HOBO
9/25/2017 4:00,17.653,deg C,2229157,15499,ABM,HOBO
9/25/2017 5:00,17.534,deg C,2229157,15499,ABM,HOBO
9/25/2017 6:00,17.415,deg C,2229157,15499,ABM,HOBO
9/25/2017 7:00,17.272,deg C,2229157,15499,ABM,HOBO
9/25/2017 8:00,17.201,deg C,2229157,15499,ABM,HOBO
9/25/2017 9:00,17.32,deg C,2229157,15499,ABM,HOBO
9/25/2017 10:00,17.819,deg C,2229157,15499,ABM,HOBO
9/25/2017 11:00,18.699,deg C,2229157,15499,ABM,HOBO
9/25/2017 12:00,19.674,deg C,2229157,15499,ABM,HOBO
9/25/2017 13:00,null,deg C,2229157,15499,ABM,HOBO
9/25/2017 14:00,20.388,deg C,2229157,15499,ABM,HOBO
9/25/2017 15:00,20.746,deg C,2229157,15499,ABM,HOBO
9/25/2017 16:00,20.817,deg C,2229157,15499,ABM,HOBO
9/25/2017 17:00,20.746,deg C,2229157,15499,ABM,HOBO
9/25/2017 18:00,20.555,deg C,2229157,15499,ABM,HOBO
9/25/2017 19:00,20.317,deg C,2229157,15499,ABM,HOBO
9/25/2017 20:00,20.031,deg C,2229157,15499,ABM,HOBO
9/25/2017 21:00,19.722,deg C,2229157,15499,ABM,HOBO
9/25/2017 22:00,19.436,deg C,2229157,15499,ABM,HOBO
9/25/2017 23:00,19.127,deg C,2229157,15499,ABM,HOBO
9/26/2017 0:00,18.818,deg C,2229157,15499,ABM,HOBO
9/26/2017 1:00,18.58,deg C,2229157,15499,ABM,HOBO
9/26/2017 2:00,18.343,deg C,2229157,15499,ABM,HOBO
9/26/2017 3:00,18.105,deg C,2229157,15499,ABM,HOBO
9/26/2017 4:00,17.891,deg C,2229157,15499,ABM,HOBO
9/26/2017 5:00,17.677,deg C,2229157,15499,ABM,HOBO
9/26/2017 6:00,17.486,deg C,2229157,15499,ABM,HOBO
9/26/2017 7:00,17.32,deg C,2229157,15499,ABM,HOBO
9/26/2017 8:00,17.225,deg C,2229157,15499,ABM,HOBO
9/26/2017 9:00,17.344,deg C,2229157,15499,ABM,HOBO
9/26/2017 10:00,17.796,deg C,2229157,15499,ABM,HOBO
9/26/2017 11:00,18.533,deg C,2229157,15499,ABM,HOBO
9/26/2017 12:00,19.555,deg C,2229157,15499,ABM,HOBO
9/26/2017 13:00,20.103,deg C,2229157,15499,ABM,HOBO
9/26/2017 14:00,20.269,deg C,2229157,15499,ABM,HOBO
9/26/2017 15:00,20.555,deg C,2229157,15499,ABM,HOBO
9/26/2017 16:00,20.65,deg C,2229157,15499,ABM,HOBO
9/26/2017 17:00,20.555,deg C,2229157,15499,ABM,HOBO
9/26/2017 18:00,20.341,deg C,2229157,15499,ABM,HOBO
9/26/2017 19:00,20.055,deg C,2229157,15499,ABM,HOBO
9/26/2017 20:00,19.77,deg C,2229157,15499,ABM,HOBO
9/26/2017 21:00,19.436,deg C,2229157,15499,ABM,HOBO
9/26/2017 22:00,19.151,deg C,2229157,15499,ABM,HOBO
9/26/2017 23:00,18.866,deg C,2229157,15499,ABM,HOBO
9/27/2017 0:00,18.58,deg C,2229157,15499,ABM,HOBO
9/27/2017 1:00,18.343,deg C,2229157,15499,ABM,HOBO
9/27/2017 2:00,18.105,deg C,2229157,15499,ABM,HOBO
9/27/2017 3:00,17.867,deg C,2229157,15499,ABM,HOBO
9/27/2017 4:00,17.629,deg C,2229157,15499,ABM,HOBO
9/27/2017 5:00,17.439,deg C,2229157,15499,ABM,HOBO
9/27/2017 6:00,17.249,deg C,2229157,15499,ABM,HOBO
9/27/2017 7:00,17.058,deg C,2229157,15499,ABM,HOBO
9/27/2017 8:00,16.939,deg C,2229157,15499,ABM,HOBO
9/27/2017 9:00,17.058,deg C,2229157,15499,ABM,HOBO
9/27/2017 10:00,17.534,deg C,2229157,15499,ABM,HOBO
9/27/2017 11:00,18.39,deg C,2229157,15499,ABM,HOBO
9/27/2017 12:00,19.436,deg C,2229157,15499,ABM,HOBO
9/27/2017 13:00,20.007,deg C,2229157,15499,ABM,HOBO
9/27/2017 14:00,20.198,deg C,2229157,15499,ABM,HOBO
9/27/2017 15:00,20.531,deg C,2229157,15499,ABM,HOBO
9/27/2017 16:00,20.722,deg C,2229157,15499,ABM,HOBO
9/27/2017 17:00,20.674,deg C,2229157,15499,ABM,HOBO
9/27/2017 18:00,20.484,deg C,2229157,15499,ABM,HOBO
9/27/2017 19:00,20.222,deg C,2229157,15499,ABM,HOBO
9/27/2017 20:00,19.96,deg C,2229157,15499,ABM,HOBO
9/27/2017 21:00,19.698,deg C,2229157,15499,ABM,HOBO
9/27/2017 22:00,19.46,deg C,2229157,15499,ABM,HOBO
9/27/2017 23:00,19.246,deg C,2229157,15499,ABM,HOBO
9/28/2017 0:00,19.032,deg C,2229157,15499,ABM,HOBO
9/28/2017 1:00,18.818,deg C,2229157,15499,ABM,HOBO
9/28/2017 2:00,18.652,deg C,2229157,15499,ABM,HOBO
9/28/2017 3:00,18.557,deg C,2229157,15499,ABM,HOBO
9/28/2017 4:00,18.414,deg C,2229157,15499,ABM,HOBO
9/28/2017 5:00,18.295,deg C,2229157,15499,ABM,HOBO
9/28/2017 6:00,18.057,deg C,2229157,15499,ABM,HOBO
9/28/2017 7:00,17.796,deg C,2229157,15499,ABM,HOBO
9/28/2017 8:00,17.558,deg C,2229157,15499,ABM,HOBO
9/28/2017 9:00,17.486,deg C,2229157,15499,ABM,HOBO
9/28/2017 10:00,17.724,deg C,2229157,15499,ABM,HOBO
9/28/2017 11:00,18.295,deg C,2229157,15499,ABM,HOBO
9/28/2017 12:00,18.961,deg C,2229157,15499,ABM,HOBO
9/28/2017 13:00,19.127,deg C,2229157,15499,ABM,HOBO
9/28/2017 14:00,18.961,deg C,2229157,15499,ABM,HOBO
9/28/2017 15:00,19.008,deg C,2229157,15499,ABM,HOBO
9/28/2017 16:00,18.913,deg C,2229157,15499,ABM,HOBO
9/28/2017 17:00,18.675,deg C,2229157,15499,ABM,HOBO
9/28/2017 18:00,18.39,deg C,2229157,15499,ABM,HOBO
9/28/2017 19:00,18.033,deg C,2229157,15499,ABM,HOBO
9/28/2017 20:00,17.558,deg C,2229157,15499,ABM,HOBO
9/28/2017 21:00,17.082,deg C,2229157,15499,ABM,HOBO
9/28/2017 22:00,16.654,deg C,2229157,15499,ABM,HOBO
9/28/2017 23:00,16.225,deg C,2229157,15499,ABM,HOBO
9/29/2017 0:00,15.843,deg C,2229157,15499,ABM,HOBO
9/29/2017 1:00,15.461,deg C,2229157,15499,ABM,HOBO
9/29/2017 2:00,15.151,deg C,2229157,15499,ABM,HOBO
9/29/2017 3:00,14.816,deg C,2229157,15499,ABM,HOBO
9/29/2017 4:00,14.505,deg C,2229157,15499,ABM,HOBO
9/29/2017 5:00,14.194,deg C,2229157,15499,ABM,HOBO
9/29/2017 6:00,13.906,deg C,2229157,15499,ABM,HOBO
9/29/2017 7:00,13.57,deg C,2229157,15499,ABM,HOBO
9/29/2017 8:00,13.353,deg C,2229157,15499,ABM,HOBO
9/29/2017 9:00,13.425,deg C,2229157,15499,ABM,HOBO
9/29/2017 10:00,13.882,deg C,2229157,15499,ABM,HOBO
9/29/2017 11:00,14.601,deg C,2229157,15499,ABM,HOBO
9/29/2017 12:00,15.39,deg C,2229157,15499,ABM,HOBO
9/29/2017 13:00,15.772,deg C,2229157,15499,ABM,HOBO
9/29/2017 14:00,15.724,deg C,2229157,15499,ABM,HOBO
9/29/2017 15:00,15.939,deg C,2229157,15499,ABM,HOBO
9/29/2017 16:00,16.034,deg C,2229157,15499,ABM,HOBO
9/29/2017 17:00,15.963,deg C,2229157,15499,ABM,HOBO
9/29/2017 18:00,15.772,deg C,2229157,15499,ABM,HOBO
9/29/2017 19:00,15.485,deg C,2229157,15499,ABM,HOBO
9/29/2017 20:00,15.103,deg C,2229157,15499,ABM,HOBO
9/29/2017 21:00,14.721,deg C,2229157,15499,ABM,HOBO
9/29/2017 22:00,14.409,deg C,2229157,15499,ABM,HOBO
9/29/2017 23:00,14.146,deg C,2229157,15499,ABM,HOBO
9/30/2017 0:00,13.906,deg C,2229157,15499,ABM,HOBO
9/30/2017 1:00,13.666,deg C,2229157,15499,ABM,HOBO
9/30/2017 2:00,13.546,deg C,2229157,15499,ABM,HOBO
9/30/2017 3:00,13.425,deg C,2229157,15499,ABM,HOBO
9/30/2017 4:00,13.377,deg C,2229157,15499,ABM,HOBO
9/30/2017 5:00,13.281,deg C,2229157,15499,ABM,HOBO
9/30/2017 6:00,13.161,deg C,2229157,15499,ABM,HOBO
9/30/2017 7:00,13.112,deg C,2229157,15499,ABM,HOBO
9/30/2017 8:00,13.088,deg C,2229157,15499,ABM,HOBO
9/30/2017 9:00,13.161,deg C,2229157,15499,ABM,HOBO
9/30/2017 10:00,13.329,deg C,2229157,15499,ABM,HOBO
9/30/2017 11:00,13.546,deg C,2229157,15499,ABM,HOBO
9/30/2017 12:00,13.714,deg C,2229157,15499,ABM,HOBO
9/30/2017 13:00,13.882,deg C,2229157,15499,ABM,HOBO
9/30/2017 14:00,13.978,deg C,2229157,15499,ABM,HOBO
9/30/2017 15:00,13.858,deg C,2229157,15499,ABM,HOBO
9/30/2017 16:00,13.738,deg C,2229157,15499,ABM,HOBO
9/30/2017 17:00,13.642,deg C,2229157,15499,ABM,HOBO
9/30/2017 18:00,13.497,deg C,2229157,15499,ABM,HOBO
9/30/2017 19:00,13.329,deg C,2229157,15499,ABM,HOBO
9/30/2017 20:00,13.185,deg C,2229157,15499,ABM,HOBO
9/30/2017 21:00,13.088,deg C,2229157,15499,ABM,HOBO
9/30/2017 22:00,13.016,deg C,2229157,15499,ABM,HOBO
9/30/2017 23:00,12.944,deg C,2229157,15499,ABM,HOBO
10/1/2017 0:00,12.871,deg C,2229157,15499,ABM,HOBO
10/1/2017 1:00,12.703,deg C,2229157,15499,ABM,HOBO
10/1/2017 2:00,12.582,deg C,2229157,15499,ABM,HOBO
10/1/2017 3:00,12.485,deg C,2229157,15499,ABM,HOBO
10/1/2017 4:00,12.413,deg C,2229157,15499,ABM,HOBO
10/1/2017 5:00,12.219,deg C,2229157,15499,ABM,HOBO
10/1/2017 6:00,11.977,deg C,2229157,15499,ABM,HOBO
10/1/2017 7:00,11.686,deg C,2229157,15499,ABM,HOBO
10/1/2017 8:00,11.443,deg C,2229157,15499,ABM,HOBO
10/1/2017 9:00,11.492,deg C,2229157,15499,ABM,HOBO
10/1/2017 10:00,11.977,deg C,2229157,15499,ABM,HOBO
10/1/2017 11:00,12.799,deg C,2229157,15499,ABM,HOBO
10/1/2017 12:00,13.666,deg C,2229157,15499,ABM,HOBO
10/1/2017 13:00,14.05,deg C,2229157,15499,ABM,HOBO
10/1/2017 14:00,14.122,deg C,2229157,15499,ABM,HOBO
10/1/2017 15:00,14.409,deg C,2229157,15499,ABM,HOBO
10/1/2017 16:00,14.577,deg C,2229157,15499,ABM,HOBO
10/1/2017 17:00,14.553,deg C,2229157,15499,ABM,HOBO
10/1/2017 18:00,14.433,deg C,2229157,15499,ABM,HOBO
10/1/2017 19:00,14.122,deg C,2229157,15499,ABM,HOBO
10/1/2017 20:00,13.714,deg C,2229157,15499,ABM,HOBO
10/1/2017 21:00,13.329,deg C,2229157,15499,ABM,HOBO
10/1/2017 22:00,12.944,deg C,2229157,15499,ABM,HOBO
10/1/2017 23:00,12.558,deg C,2229157,15499,ABM,HOBO
10/2/2017 0:00,12.219,deg C,2229157,15499,ABM,HOBO
10/2/2017 1:00,11.88,deg C,2229157,15499,ABM,HOBO
10/2/2017 2:00,11.589,deg C,2229157,15499,ABM,HOBO
10/2/2017 3:00,11.37,deg C,2229157,15499,ABM,HOBO
10/2/2017 4:00,11.127,deg C,2229157,15499,ABM,HOBO
10/2/2017 5:00,10.907,deg C,2229157,15499,ABM,HOBO
10/2/2017 6:00,10.712,deg C,2229157,15499,ABM,HOBO
10/2/2017 7:00,10.516,deg C,2229157,15499,ABM,HOBO
10/2/2017 8:00,10.369,deg C,2229157,15499,ABM,HOBO
10/2/2017 9:00,10.467,deg C,2229157,15499,ABM,HOBO
10/2/2017 10:00,11.053,deg C,2229157,15499,ABM,HOBO
10/2/2017 11:00,12.025,deg C,2229157,15499,ABM,HOBO
10/2/2017 12:00,13.04,deg C,2229157,15499,ABM,HOBO
10/2/2017 13:00,13.546,deg C,2229157,15499,ABM,HOBO
10/2/2017 14:00,13.666,deg C,2229157,15499,ABM,HOBO
